id,name,type,zone_min,zone_max,sun,soils,water,goals,harvest,traits,notes,partner,query,life_cycle,horizon,days_to_maturity_min,days_to_maturity_max,first_output_years_min,first_output_years_max,full_output_years_min,full_output_years_max,productive_lifespan_years_min,productive_lifespan_years_max,mature_height_ft_min,mature_height_ft_max,mature_spread_ft_min,mature_spread_ft_max,spacing_plant_ft_min,spacing_plant_ft_max,spacing_row_ft_min,spacing_row_ft_max,spacing_area_sqft_min,spacing_area_sqft_max,plants_per_100_sqft_min,plants_per_100_sqft_max,planting_depth_in_min,planting_depth_in_max,planting_depth_kind,planting_depth_note,planting_depth_confidence,container_min_gallons,container_suitability,container_note,container_confidence,deer_resistance,deer_resistance_label,deer_resistance_confidence,deer_resistance_note,juglone_tolerance,juglone_tolerance_label,juglone_tolerance_confidence,juglone_tolerance_note,output_kind,output_unit,output_min,output_max,yield_lbs_unit,yield_lbs_min,yield_lbs_max,yield_lbs_confidence,yield_lbs_method,ten_year_yield_lbs_min,ten_year_yield_lbs_max,harvest_window_weeks_min,harvest_window_weeks_max,difficulty_score,reliability_score,maintenance_score,multi_use_score,risk_level,data_confidence,data_method,metric_source_keys,metric_notes,last_reviewed
contender-peach,Contender peach,fruit tree,4b,8b,full,loam; sandy,medium,fruit,ripens in late summer,cold-hardy peach; freestone fruit,Good insurance for colder peach country.,starkbros,Contender peach tree,woody perennial,Long horizon,,,3,4,5,7,10,15,12,20,12,20,14,20,20,25,280,500,0.2,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,90,120,lb/plant/year,90,120,medium,direct pound yield from crop metric source,540,720,2,5,4,2,4,1,elevated,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-stone-spacing-yield; umn-stone-fruit; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.",2026-05-31
elberta-peach,Elberta peach,fruit tree,5a,9a,full,loam; sandy,medium,fruit,ripens in midsummer,classic yellow freestone; good canning peach,A familiar workhorse if you can give it sun and drainage.,starkbros,Elberta peach tree,woody perennial,Long horizon,,,3,4,5,7,10,15,12,20,12,20,14,20,20,25,280,500,0.2,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,90,120,lb/plant/year,90,120,medium,direct pound yield from crop metric source,540,720,2,5,4,2,4,1,elevated,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-stone-spacing-yield; umn-stone-fruit; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.",2026-05-31
redhaven-peach,Redhaven peach,fruit tree,5a,8b,full,loam; sandy,medium,fruit,ripens in midsummer,freestone yellow peach; widely adapted,Reliable flavor and a good anchor peach for many orchards.,starkbros,Redhaven peach tree,woody perennial,Long horizon,,,3,4,5,7,10,15,12,20,12,20,14,20,20,25,280,500,0.2,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,90,120,lb/plant/year,90,120,medium,direct pound yield from crop metric source,540,720,2,5,4,2,4,1,elevated,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-stone-spacing-yield; umn-stone-fruit; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.",2026-05-31
belle-of-georgia-peach,Belle of Georgia peach,fruit tree,5a,8b,full,loam; sandy,medium,fruit; curb-appeal,ripens in late summer,white freestone fruit; showy spring bloom,A pretty orchard tree with old-fashioned white peach flavor.,starkbros,Belle of Georgia peach tree,woody perennial,Long horizon,,,3,4,5,7,10,15,12,20,12,20,14,20,20,25,280,500,0.2,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,90,120,lb/plant/year,90,120,medium,direct pound yield from crop metric source,540,720,2,5,4,2,4,2,elevated,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-stone-spacing-yield; umn-stone-fruit; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.",2026-05-31
harrow-sweet-pear,Harrow Sweet pear,fruit tree,4b,8b,full,loam; clay,medium,fruit; pollinators-wildlife,ripens in late summer,fire blight resistance; sweet dessert pear,A practical pear for humid eastern gardens.,starkbros,Harrow Sweet pear tree,woody perennial,Long horizon,,,4,5,7,10,15,30,12,25,12,20,15,20,18,25,270,500,0.2,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,80,120,lb/plant/year,80,120,medium,direct pound yield from crop metric source,324.6,486.9,2,5,3,3,4,2,moderate,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-pome-spacing-yield; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.",2026-05-31
bartlett-pear,Bartlett pear,fruit tree,5a,8b,full,loam; clay,medium,fruit,ripens in late summer,classic canning pear; aromatic fruit,Best where fire blight pressure is moderate and airflow is good.,starkbros,Bartlett pear tree,woody perennial,Long horizon,,,4,5,7,10,15,30,12,25,12,20,15,20,18,25,270,500,0.2,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,80,120,lb/plant/year,80,120,medium,direct pound yield from crop metric source,324.6,486.9,2,5,3,3,4,1,moderate,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-pome-spacing-yield; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.",2026-05-31
kieffer-pear,Kieffer pear,fruit tree,4b,9a,full,clay; loam; sandy,low,fruit,ripens in fall,very tough pear; good for preserves,"Tolerates heat, clay, and neglect better than most pears.",starkbros,Kieffer pear tree,woody perennial,Long horizon,,,4,5,7,10,15,30,12,25,12,20,15,20,18,25,270,500,0.2,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,80,120,lb/plant/year,80,120,medium,direct pound yield from crop metric source,324.6,486.9,2,5,3,3,4,1,moderate,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-pome-spacing-yield; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.",2026-05-31
ayers-pear,Ayers pear,fruit tree,5b,9a,full,loam; clay,medium,fruit,ripens in summer,southern-adapted dessert pear; fine texture,A sweet pear for warm humid regions.,starkbros,Ayers pear tree,woody perennial,Long horizon,,,4,5,7,10,15,30,12,25,12,20,15,20,18,25,270,500,0.2,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,80,120,lb/plant/year,80,120,medium,direct pound yield from crop metric source,324.6,486.9,2,5,3,3,4,1,moderate,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-pome-spacing-yield; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.",2026-05-31
honeycrisp-apple,Honeycrisp apple,fruit tree,4a,7a,full,loam,medium,fruit,ripens in September,crisp dessert apple; needs compatible pollinator,"Great in colder zones, but less happy in hot southern summers.",starkbros,Honeycrisp apple tree,woody perennial,Long horizon,,,2,4,6,10,15,25,10,22,10,20,10,20,12,25,120,500,0.2,0.8,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,75,150,lb/plant/year,75,150,medium,direct pound yield from crop metric source,381.7,763.3,2,5,4,3,4,1,elevated,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-pome-spacing-yield; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.; Pollination context can change realized yield; use companion or compatible cultivar notes before planting.",2026-05-31
liberty-apple,Liberty apple,fruit tree,4a,8a,full,loam; clay,medium,fruit,ripens in September,strong disease resistance; balanced fresh eating flavor,A low-spray apple with real backyard usefulness.,starkbros,Liberty apple tree,woody perennial,Long horizon,,,2,4,6,10,15,25,10,22,10,20,10,20,12,25,120,500,0.2,0.8,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,75,150,lb/plant/year,75,150,medium,direct pound yield from crop metric source,381.7,763.3,2,5,4,3,4,1,elevated,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-pome-spacing-yield; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.",2026-05-31
